hardware,model,layer_name,input,kv_cache,latency(ns)
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,396,106405
RTX3090,gpt3-6.7b-moe,post_layernorm,1,396,48146
RTX3090,gpt3-6.7b-moe,input_layernorm,1,396,49093
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,396,48752
RTX3090,gpt3-6.7b-moe,attention/dense,1,396,14217
RTX3090,gpt3-6.7b-moe,attention/qkv,1,396,13406
RTX3090,gpt3-6.7b-moe,lm_head,1,396,13415
RTX3090,gpt3-6.7b-moe,mlp/proj,1,396,13241
RTX3090,gpt3-6.7b-moe,mlp/fc,1,396,13061
RTX3090,gpt3-6.7b-moe,gating,1,396,9960
RTX3090,gpt3-6.7b-moe,moe_ffn,1,396,77849
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,397,59477
RTX3090,gpt3-6.7b-moe,ln_f,1,397,66432
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,397,106415
RTX3090,gpt3-6.7b-moe,post_layernorm,1,397,48156
RTX3090,gpt3-6.7b-moe,input_layernorm,1,397,49103
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,397,48762
RTX3090,gpt3-6.7b-moe,attention/dense,1,397,14227
RTX3090,gpt3-6.7b-moe,attention/qkv,1,397,13416
RTX3090,gpt3-6.7b-moe,lm_head,1,397,13425
RTX3090,gpt3-6.7b-moe,mlp/proj,1,397,13251
RTX3090,gpt3-6.7b-moe,mlp/fc,1,397,13071
RTX3090,gpt3-6.7b-moe,gating,1,397,9970
RTX3090,gpt3-6.7b-moe,moe_ffn,1,397,77859
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,398,59487
RTX3090,gpt3-6.7b-moe,ln_f,1,398,66442
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,398,106425
RTX3090,gpt3-6.7b-moe,post_layernorm,1,398,48166
RTX3090,gpt3-6.7b-moe,input_layernorm,1,398,49113
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,398,48772
RTX3090,gpt3-6.7b-moe,attention/dense,1,398,14237
RTX3090,gpt3-6.7b-moe,attention/qkv,1,398,13426
RTX3090,gpt3-6.7b-moe,lm_head,1,398,13435
RTX3090,gpt3-6.7b-moe,mlp/proj,1,398,13261
RTX3090,gpt3-6.7b-moe,mlp/fc,1,398,13081
RTX3090,gpt3-6.7b-moe,gating,1,398,9980
RTX3090,gpt3-6.7b-moe,moe_ffn,1,398,77869
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,399,59497
RTX3090,gpt3-6.7b-moe,ln_f,1,399,66452
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,399,106435
RTX3090,gpt3-6.7b-moe,post_layernorm,1,399,48176
RTX3090,gpt3-6.7b-moe,input_layernorm,1,399,49123
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,399,48782
RTX3090,gpt3-6.7b-moe,attention/dense,1,399,14247
RTX3090,gpt3-6.7b-moe,attention/qkv,1,399,13436
RTX3090,gpt3-6.7b-moe,lm_head,1,399,13445
RTX3090,gpt3-6.7b-moe,mlp/proj,1,399,13271
RTX3090,gpt3-6.7b-moe,mlp/fc,1,399,13091
RTX3090,gpt3-6.7b-moe,gating,1,399,9990
RTX3090,gpt3-6.7b-moe,moe_ffn,1,399,77879
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,400,59507
RTX3090,gpt3-6.7b-moe,ln_f,1,400,66462
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,400,106445
RTX3090,gpt3-6.7b-moe,post_layernorm,1,400,48186
RTX3090,gpt3-6.7b-moe,input_layernorm,1,400,49133
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,400,48792
RTX3090,gpt3-6.7b-moe,attention/dense,1,400,14257
RTX3090,gpt3-6.7b-moe,attention/qkv,1,400,13446
RTX3090,gpt3-6.7b-moe,lm_head,1,400,13455
RTX3090,gpt3-6.7b-moe,mlp/proj,1,400,13281
RTX3090,gpt3-6.7b-moe,mlp/fc,1,400,13101
RTX3090,gpt3-6.7b-moe,gating,1,400,10000
RTX3090,gpt3-6.7b-moe,moe_ffn,1,400,77889
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,401,59517
RTX3090,gpt3-6.7b-moe,ln_f,1,401,66472
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,401,106455
RTX3090,gpt3-6.7b-moe,post_layernorm,1,401,48196
RTX3090,gpt3-6.7b-moe,input_layernorm,1,401,49143
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,401,48802
RTX3090,gpt3-6.7b-moe,attention/dense,1,401,14267
RTX3090,gpt3-6.7b-moe,attention/qkv,1,401,13456
RTX3090,gpt3-6.7b-moe,lm_head,1,401,13465
RTX3090,gpt3-6.7b-moe,mlp/proj,1,401,13291
RTX3090,gpt3-6.7b-moe,mlp/fc,1,401,13111
RTX3090,gpt3-6.7b-moe,gating,1,401,10010
RTX3090,gpt3-6.7b-moe,moe_ffn,1,401,77899
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,402,59527
RTX3090,gpt3-6.7b-moe,ln_f,1,402,66482
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,402,106465
RTX3090,gpt3-6.7b-moe,post_layernorm,1,402,48206
RTX3090,gpt3-6.7b-moe,input_layernorm,1,402,49153
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,402,48812
RTX3090,gpt3-6.7b-moe,attention/dense,1,402,14277
RTX3090,gpt3-6.7b-moe,attention/qkv,1,402,13466
RTX3090,gpt3-6.7b-moe,lm_head,1,402,13475
RTX3090,gpt3-6.7b-moe,mlp/proj,1,402,13301
RTX3090,gpt3-6.7b-moe,mlp/fc,1,402,13121
RTX3090,gpt3-6.7b-moe,gating,1,402,10020
RTX3090,gpt3-6.7b-moe,moe_ffn,1,402,77909
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,403,59537
RTX3090,gpt3-6.7b-moe,ln_f,1,403,66492
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,403,106475
RTX3090,gpt3-6.7b-moe,post_layernorm,1,403,48216
RTX3090,gpt3-6.7b-moe,input_layernorm,1,403,49163
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,403,48822
RTX3090,gpt3-6.7b-moe,attention/dense,1,403,14287
RTX3090,gpt3-6.7b-moe,attention/qkv,1,403,13476
RTX3090,gpt3-6.7b-moe,lm_head,1,403,13485
RTX3090,gpt3-6.7b-moe,mlp/proj,1,403,13311
RTX3090,gpt3-6.7b-moe,mlp/fc,1,403,13131
RTX3090,gpt3-6.7b-moe,gating,1,403,10030
RTX3090,gpt3-6.7b-moe,moe_ffn,1,403,77919
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,404,59547
RTX3090,gpt3-6.7b-moe,ln_f,1,404,66502
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,404,106485
RTX3090,gpt3-6.7b-moe,post_layernorm,1,404,48226
RTX3090,gpt3-6.7b-moe,input_layernorm,1,404,49173
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,404,48832
RTX3090,gpt3-6.7b-moe,attention/dense,1,404,14297
RTX3090,gpt3-6.7b-moe,attention/qkv,1,404,13486
RTX3090,gpt3-6.7b-moe,lm_head,1,404,13495
RTX3090,gpt3-6.7b-moe,mlp/proj,1,404,13321
RTX3090,gpt3-6.7b-moe,mlp/fc,1,404,13141
RTX3090,gpt3-6.7b-moe,gating,1,404,10040
RTX3090,gpt3-6.7b-moe,moe_ffn,1,404,77929
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,405,59557
RTX3090,gpt3-6.7b-moe,ln_f,1,405,66512
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,405,106495
RTX3090,gpt3-6.7b-moe,post_layernorm,1,405,48236
RTX3090,gpt3-6.7b-moe,input_layernorm,1,405,49183
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,405,48842
RTX3090,gpt3-6.7b-moe,attention/dense,1,405,14307
RTX3090,gpt3-6.7b-moe,attention/qkv,1,405,13496
RTX3090,gpt3-6.7b-moe,lm_head,1,405,13505
RTX3090,gpt3-6.7b-moe,mlp/proj,1,405,13331
RTX3090,gpt3-6.7b-moe,mlp/fc,1,405,13151
RTX3090,gpt3-6.7b-moe,gating,1,405,10050
RTX3090,gpt3-6.7b-moe,moe_ffn,1,405,77939
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,406,59567
RTX3090,gpt3-6.7b-moe,ln_f,1,406,66522
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,406,106505
RTX3090,gpt3-6.7b-moe,post_layernorm,1,406,48246
RTX3090,gpt3-6.7b-moe,input_layernorm,1,406,49193
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,406,48852
RTX3090,gpt3-6.7b-moe,attention/dense,1,406,14317
RTX3090,gpt3-6.7b-moe,attention/qkv,1,406,13506
RTX3090,gpt3-6.7b-moe,lm_head,1,406,13515
RTX3090,gpt3-6.7b-moe,mlp/proj,1,406,13341
RTX3090,gpt3-6.7b-moe,mlp/fc,1,406,13161
RTX3090,gpt3-6.7b-moe,gating,1,406,10060
RTX3090,gpt3-6.7b-moe,moe_ffn,1,406,77949
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,407,59577
RTX3090,gpt3-6.7b-moe,ln_f,1,407,66532
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,407,106515
RTX3090,gpt3-6.7b-moe,post_layernorm,1,407,48256
RTX3090,gpt3-6.7b-moe,input_layernorm,1,407,49203
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,407,48862
RTX3090,gpt3-6.7b-moe,attention/dense,1,407,14327
RTX3090,gpt3-6.7b-moe,attention/qkv,1,407,13516
RTX3090,gpt3-6.7b-moe,lm_head,1,407,13525
RTX3090,gpt3-6.7b-moe,mlp/proj,1,407,13351
RTX3090,gpt3-6.7b-moe,mlp/fc,1,407,13171
RTX3090,gpt3-6.7b-moe,gating,1,407,10070
RTX3090,gpt3-6.7b-moe,moe_ffn,1,407,77959
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,408,59587
RTX3090,gpt3-6.7b-moe,ln_f,1,408,66542
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,408,106525
RTX3090,gpt3-6.7b-moe,post_layernorm,1,408,48266
RTX3090,gpt3-6.7b-moe,input_layernorm,1,408,49213
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,408,48872
RTX3090,gpt3-6.7b-moe,attention/dense,1,408,14337
RTX3090,gpt3-6.7b-moe,attention/qkv,1,408,13526
RTX3090,gpt3-6.7b-moe,lm_head,1,408,13535
RTX3090,gpt3-6.7b-moe,mlp/proj,1,408,13361
RTX3090,gpt3-6.7b-moe,mlp/fc,1,408,13181
RTX3090,gpt3-6.7b-moe,gating,1,408,10080
RTX3090,gpt3-6.7b-moe,moe_ffn,1,408,77969
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,409,59597
RTX3090,gpt3-6.7b-moe,ln_f,1,409,66552
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,409,106535
RTX3090,gpt3-6.7b-moe,post_layernorm,1,409,48276
RTX3090,gpt3-6.7b-moe,input_layernorm,1,409,49223
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,409,48882
RTX3090,gpt3-6.7b-moe,attention/dense,1,409,14347
RTX3090,gpt3-6.7b-moe,attention/qkv,1,409,13536
RTX3090,gpt3-6.7b-moe,lm_head,1,409,13545
RTX3090,gpt3-6.7b-moe,mlp/proj,1,409,13371
RTX3090,gpt3-6.7b-moe,mlp/fc,1,409,13191
RTX3090,gpt3-6.7b-moe,gating,1,409,10090
RTX3090,gpt3-6.7b-moe,moe_ffn,1,409,77979
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,410,59607
RTX3090,gpt3-6.7b-moe,ln_f,1,410,66562
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,410,106545
RTX3090,gpt3-6.7b-moe,post_layernorm,1,410,48286
RTX3090,gpt3-6.7b-moe,input_layernorm,1,410,49233
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,410,48892
RTX3090,gpt3-6.7b-moe,attention/dense,1,410,14357
RTX3090,gpt3-6.7b-moe,attention/qkv,1,410,13546
RTX3090,gpt3-6.7b-moe,lm_head,1,410,13555
RTX3090,gpt3-6.7b-moe,mlp/proj,1,410,13381
RTX3090,gpt3-6.7b-moe,mlp/fc,1,410,13201
RTX3090,gpt3-6.7b-moe,gating,1,410,10100
RTX3090,gpt3-6.7b-moe,moe_ffn,1,410,77989
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,411,59617
RTX3090,gpt3-6.7b-moe,ln_f,1,411,66572
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,411,106555
RTX3090,gpt3-6.7b-moe,post_layernorm,1,411,48296
RTX3090,gpt3-6.7b-moe,input_layernorm,1,411,49243
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,411,48902
RTX3090,gpt3-6.7b-moe,attention/dense,1,411,14367
RTX3090,gpt3-6.7b-moe,attention/qkv,1,411,13556
RTX3090,gpt3-6.7b-moe,lm_head,1,411,13565
RTX3090,gpt3-6.7b-moe,mlp/proj,1,411,13391
RTX3090,gpt3-6.7b-moe,mlp/fc,1,411,13211
RTX3090,gpt3-6.7b-moe,gating,1,411,10110
RTX3090,gpt3-6.7b-moe,moe_ffn,1,411,77999
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,412,59627
RTX3090,gpt3-6.7b-moe,ln_f,1,412,66582
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,412,106565
RTX3090,gpt3-6.7b-moe,post_layernorm,1,412,48306
RTX3090,gpt3-6.7b-moe,input_layernorm,1,412,49253
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,412,48912
RTX3090,gpt3-6.7b-moe,attention/dense,1,412,14377
RTX3090,gpt3-6.7b-moe,attention/qkv,1,412,13566
RTX3090,gpt3-6.7b-moe,lm_head,1,412,13575
RTX3090,gpt3-6.7b-moe,mlp/proj,1,412,13401
RTX3090,gpt3-6.7b-moe,mlp/fc,1,412,13221
RTX3090,gpt3-6.7b-moe,gating,1,412,10120
RTX3090,gpt3-6.7b-moe,moe_ffn,1,412,78009
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,413,59637
RTX3090,gpt3-6.7b-moe,ln_f,1,413,66592
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,413,106575
RTX3090,gpt3-6.7b-moe,post_layernorm,1,413,48316
RTX3090,gpt3-6.7b-moe,input_layernorm,1,413,49263
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,413,48922
RTX3090,gpt3-6.7b-moe,attention/dense,1,413,14387
RTX3090,gpt3-6.7b-moe,attention/qkv,1,413,13576
RTX3090,gpt3-6.7b-moe,lm_head,1,413,13585
RTX3090,gpt3-6.7b-moe,mlp/proj,1,413,13411
RTX3090,gpt3-6.7b-moe,mlp/fc,1,413,13231
RTX3090,gpt3-6.7b-moe,gating,1,413,10130
RTX3090,gpt3-6.7b-moe,moe_ffn,1,413,78019
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,414,59647
RTX3090,gpt3-6.7b-moe,ln_f,1,414,66602
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,414,106585
RTX3090,gpt3-6.7b-moe,post_layernorm,1,414,48326
RTX3090,gpt3-6.7b-moe,input_layernorm,1,414,49273
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,414,48932
RTX3090,gpt3-6.7b-moe,attention/dense,1,414,14397
RTX3090,gpt3-6.7b-moe,attention/qkv,1,414,13586
RTX3090,gpt3-6.7b-moe,lm_head,1,414,13595
RTX3090,gpt3-6.7b-moe,mlp/proj,1,414,13421
RTX3090,gpt3-6.7b-moe,mlp/fc,1,414,13241
RTX3090,gpt3-6.7b-moe,gating,1,414,10140
RTX3090,gpt3-6.7b-moe,moe_ffn,1,414,78029
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,415,59657
RTX3090,gpt3-6.7b-moe,ln_f,1,415,66612
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,415,106595
RTX3090,gpt3-6.7b-moe,post_layernorm,1,415,48336
RTX3090,gpt3-6.7b-moe,input_layernorm,1,415,49283
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,415,48942
RTX3090,gpt3-6.7b-moe,attention/dense,1,415,14407
RTX3090,gpt3-6.7b-moe,attention/qkv,1,415,13596
RTX3090,gpt3-6.7b-moe,lm_head,1,415,13605
RTX3090,gpt3-6.7b-moe,mlp/proj,1,415,13431
RTX3090,gpt3-6.7b-moe,mlp/fc,1,415,13251
RTX3090,gpt3-6.7b-moe,gating,1,415,10150
RTX3090,gpt3-6.7b-moe,moe_ffn,1,415,78039
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,416,59667
RTX3090,gpt3-6.7b-moe,ln_f,1,416,66622
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,416,106605
RTX3090,gpt3-6.7b-moe,post_layernorm,1,416,48346
RTX3090,gpt3-6.7b-moe,input_layernorm,1,416,49293
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,416,48952
RTX3090,gpt3-6.7b-moe,attention/dense,1,416,14417
RTX3090,gpt3-6.7b-moe,attention/qkv,1,416,13606
RTX3090,gpt3-6.7b-moe,lm_head,1,416,13615
RTX3090,gpt3-6.7b-moe,mlp/proj,1,416,13441
RTX3090,gpt3-6.7b-moe,mlp/fc,1,416,13261
RTX3090,gpt3-6.7b-moe,gating,1,416,10160
RTX3090,gpt3-6.7b-moe,moe_ffn,1,416,78049
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,417,59677
RTX3090,gpt3-6.7b-moe,ln_f,1,417,66632
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,417,106615
RTX3090,gpt3-6.7b-moe,post_layernorm,1,417,48356
RTX3090,gpt3-6.7b-moe,input_layernorm,1,417,49303
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,417,48962
RTX3090,gpt3-6.7b-moe,attention/dense,1,417,14427
RTX3090,gpt3-6.7b-moe,attention/qkv,1,417,13616
RTX3090,gpt3-6.7b-moe,lm_head,1,417,13625
RTX3090,gpt3-6.7b-moe,mlp/proj,1,417,13451
RTX3090,gpt3-6.7b-moe,mlp/fc,1,417,13271
RTX3090,gpt3-6.7b-moe,gating,1,417,10170
RTX3090,gpt3-6.7b-moe,moe_ffn,1,417,78059
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,418,59687
RTX3090,gpt3-6.7b-moe,ln_f,1,418,66642
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,418,106625
RTX3090,gpt3-6.7b-moe,post_layernorm,1,418,48366
RTX3090,gpt3-6.7b-moe,input_layernorm,1,418,49313
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,418,48972
RTX3090,gpt3-6.7b-moe,attention/dense,1,418,14437
RTX3090,gpt3-6.7b-moe,attention/qkv,1,418,13626
RTX3090,gpt3-6.7b-moe,lm_head,1,418,13635
RTX3090,gpt3-6.7b-moe,mlp/proj,1,418,13461
RTX3090,gpt3-6.7b-moe,mlp/fc,1,418,13281
RTX3090,gpt3-6.7b-moe,gating,1,418,10180
RTX3090,gpt3-6.7b-moe,moe_ffn,1,418,78069
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,419,59697
RTX3090,gpt3-6.7b-moe,ln_f,1,419,66652
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,419,106635
RTX3090,gpt3-6.7b-moe,post_layernorm,1,419,48376
RTX3090,gpt3-6.7b-moe,input_layernorm,1,419,49323
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,419,48982
RTX3090,gpt3-6.7b-moe,attention/dense,1,419,14447
RTX3090,gpt3-6.7b-moe,attention/qkv,1,419,13636
RTX3090,gpt3-6.7b-moe,lm_head,1,419,13645
RTX3090,gpt3-6.7b-moe,mlp/proj,1,419,13471
RTX3090,gpt3-6.7b-moe,mlp/fc,1,419,13291
RTX3090,gpt3-6.7b-moe,gating,1,419,10190
RTX3090,gpt3-6.7b-moe,moe_ffn,1,419,78079
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,420,59707
RTX3090,gpt3-6.7b-moe,ln_f,1,420,66662
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,420,106645
RTX3090,gpt3-6.7b-moe,post_layernorm,1,420,48386
RTX3090,gpt3-6.7b-moe,input_layernorm,1,420,49333
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,420,48992
RTX3090,gpt3-6.7b-moe,attention/dense,1,420,14457
RTX3090,gpt3-6.7b-moe,attention/qkv,1,420,13646
RTX3090,gpt3-6.7b-moe,lm_head,1,420,13655
RTX3090,gpt3-6.7b-moe,mlp/proj,1,420,13481
RTX3090,gpt3-6.7b-moe,mlp/fc,1,420,13301
RTX3090,gpt3-6.7b-moe,gating,1,420,10200
RTX3090,gpt3-6.7b-moe,moe_ffn,1,420,78089
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,421,59717
RTX3090,gpt3-6.7b-moe,ln_f,1,421,66672
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,421,106655
RTX3090,gpt3-6.7b-moe,post_layernorm,1,421,48396
RTX3090,gpt3-6.7b-moe,input_layernorm,1,421,49343
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,421,49002
RTX3090,gpt3-6.7b-moe,attention/dense,1,421,14467
RTX3090,gpt3-6.7b-moe,attention/qkv,1,421,13656
RTX3090,gpt3-6.7b-moe,lm_head,1,421,13665
RTX3090,gpt3-6.7b-moe,mlp/proj,1,421,13491
RTX3090,gpt3-6.7b-moe,mlp/fc,1,421,13311
RTX3090,gpt3-6.7b-moe,gating,1,421,10210
RTX3090,gpt3-6.7b-moe,moe_ffn,1,421,78099
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,422,59727
RTX3090,gpt3-6.7b-moe,ln_f,1,422,66682
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,422,106665
RTX3090,gpt3-6.7b-moe,post_layernorm,1,422,48406
RTX3090,gpt3-6.7b-moe,input_layernorm,1,422,49353
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,422,49012
RTX3090,gpt3-6.7b-moe,attention/dense,1,422,14477
RTX3090,gpt3-6.7b-moe,attention/qkv,1,422,13666
RTX3090,gpt3-6.7b-moe,lm_head,1,422,13675
RTX3090,gpt3-6.7b-moe,mlp/proj,1,422,13501
RTX3090,gpt3-6.7b-moe,mlp/fc,1,422,13321
RTX3090,gpt3-6.7b-moe,gating,1,422,10220
RTX3090,gpt3-6.7b-moe,moe_ffn,1,422,78109
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,423,59737
RTX3090,gpt3-6.7b-moe,ln_f,1,423,66692
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,423,106675
RTX3090,gpt3-6.7b-moe,post_layernorm,1,423,48416
RTX3090,gpt3-6.7b-moe,input_layernorm,1,423,49363
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,423,49022
RTX3090,gpt3-6.7b-moe,attention/dense,1,423,14487
RTX3090,gpt3-6.7b-moe,attention/qkv,1,423,13676
RTX3090,gpt3-6.7b-moe,lm_head,1,423,13685
RTX3090,gpt3-6.7b-moe,mlp/proj,1,423,13511
RTX3090,gpt3-6.7b-moe,mlp/fc,1,423,13331
RTX3090,gpt3-6.7b-moe,gating,1,423,10230
RTX3090,gpt3-6.7b-moe,moe_ffn,1,423,78119
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,424,59747
RTX3090,gpt3-6.7b-moe,ln_f,1,424,66702
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,424,106685
RTX3090,gpt3-6.7b-moe,post_layernorm,1,424,48426
RTX3090,gpt3-6.7b-moe,input_layernorm,1,424,49373
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,424,49032
RTX3090,gpt3-6.7b-moe,attention/dense,1,424,14497
RTX3090,gpt3-6.7b-moe,attention/qkv,1,424,13686
RTX3090,gpt3-6.7b-moe,lm_head,1,424,13695
RTX3090,gpt3-6.7b-moe,mlp/proj,1,424,13521
RTX3090,gpt3-6.7b-moe,mlp/fc,1,424,13341
RTX3090,gpt3-6.7b-moe,gating,1,424,10240
RTX3090,gpt3-6.7b-moe,moe_ffn,1,424,78129
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,425,59757
RTX3090,gpt3-6.7b-moe,ln_f,1,425,66712
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,425,106695
RTX3090,gpt3-6.7b-moe,post_layernorm,1,425,48436
RTX3090,gpt3-6.7b-moe,input_layernorm,1,425,49383
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,425,49042
RTX3090,gpt3-6.7b-moe,attention/dense,1,425,14507
RTX3090,gpt3-6.7b-moe,attention/qkv,1,425,13696
RTX3090,gpt3-6.7b-moe,lm_head,1,425,13705
RTX3090,gpt3-6.7b-moe,mlp/proj,1,425,13531
RTX3090,gpt3-6.7b-moe,mlp/fc,1,425,13351
RTX3090,gpt3-6.7b-moe,gating,1,425,10250
RTX3090,gpt3-6.7b-moe,moe_ffn,1,425,78139
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,426,59767
RTX3090,gpt3-6.7b-moe,ln_f,1,426,66722
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,426,106705
RTX3090,gpt3-6.7b-moe,post_layernorm,1,426,48446
RTX3090,gpt3-6.7b-moe,input_layernorm,1,426,49393
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,426,49052
RTX3090,gpt3-6.7b-moe,attention/dense,1,426,14517
RTX3090,gpt3-6.7b-moe,attention/qkv,1,426,13706
RTX3090,gpt3-6.7b-moe,lm_head,1,426,13715
RTX3090,gpt3-6.7b-moe,mlp/proj,1,426,13541
RTX3090,gpt3-6.7b-moe,mlp/fc,1,426,13361
RTX3090,gpt3-6.7b-moe,gating,1,426,10260
RTX3090,gpt3-6.7b-moe,moe_ffn,1,426,78149
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,427,59777
RTX3090,gpt3-6.7b-moe,ln_f,1,427,66732
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,427,106715
RTX3090,gpt3-6.7b-moe,post_layernorm,1,427,48456
RTX3090,gpt3-6.7b-moe,input_layernorm,1,427,49403
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,427,49062
RTX3090,gpt3-6.7b-moe,attention/dense,1,427,14527
RTX3090,gpt3-6.7b-moe,attention/qkv,1,427,13716
RTX3090,gpt3-6.7b-moe,lm_head,1,427,13725
RTX3090,gpt3-6.7b-moe,mlp/proj,1,427,13551
RTX3090,gpt3-6.7b-moe,mlp/fc,1,427,13371
RTX3090,gpt3-6.7b-moe,gating,1,427,10270
RTX3090,gpt3-6.7b-moe,moe_ffn,1,427,78159
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,428,59787
RTX3090,gpt3-6.7b-moe,ln_f,1,428,66742
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,428,106725
RTX3090,gpt3-6.7b-moe,post_layernorm,1,428,48466
RTX3090,gpt3-6.7b-moe,input_layernorm,1,428,49413
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,428,49072
RTX3090,gpt3-6.7b-moe,attention/dense,1,428,14537
RTX3090,gpt3-6.7b-moe,attention/qkv,1,428,13726
RTX3090,gpt3-6.7b-moe,lm_head,1,428,13735
RTX3090,gpt3-6.7b-moe,mlp/proj,1,428,13561
RTX3090,gpt3-6.7b-moe,mlp/fc,1,428,13381
RTX3090,gpt3-6.7b-moe,gating,1,428,10280
RTX3090,gpt3-6.7b-moe,moe_ffn,1,428,78169
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,429,59797
RTX3090,gpt3-6.7b-moe,ln_f,1,429,66752
